frame,track_id,x_center,y_center
0,8497,2470.7534831297003,684.3315348830552
0,8505,9949.809067788043,732.6534901761481
0,8507,12660.764173079091,161.36338717114845
0,8509,2684.3982722902165,656.840856629351
0,8510,-168.25225864097473,1031.604413013717
0,8511,11768.644214791544,467.7108322686957
0,8514,2807.160830087114,429.0634387706648
1,8497,2468.0759789087015,687.3606151725864
1,8505,10225.534711994482,735.4340733622588
1,8507,13034.660884764267,145.4835565996009
1,8509,2676.8395506677375,658.1174114570405
1,8510,-185.32550484849185,1051.8149682385642
1,8511,12279.970778628942,457.35811959462967
1,8514,2823.4921253835982,433.6914710152281
2,8497,2465.3984746877027,690.3896954621177
2,8505,10501.260356200923,738.2146565483695
2,8507,13408.557596449446,129.60372602805333
2,8509,2669.2808290452585,659.3939662847299
2,8510,-202.39875105600896,1072.0255234634114
2,8511,12791.29734246634,447.0054069205636
2,8514,2839.823420680083,438.31950325979165
3,8497,2462.720970466704,693.418775751649
3,8505,10776.986000407363,740.9952397344802
3,8507,13782.45430813462,113.72389545650583
3,8509,2661.7221074227796,660.6705211124194
3,8510,-219.47199726352608,1092.2360786882587
3,8511,13302.623906303737,436.6526942464976
3,8514,2856.154715976568,442.94753550435496
4,8497,2460.043466245705,696.4478560411803
4,8507,14156.351019819795,97.84406488495833
4,8509,2654.1633858003006,661.9470759401088
4,8510,-236.54524347104325,1112.4466339131059
4,8511,13813.950470141135,426.29998157243153
4,8514,2872.4860112730526,447.5755677489185
5,8497,2457.3659620247063,699.4769363307116
5,8509,2646.6046641778216,663.2236307677982
5,8510,-253.61848967856037,1132.657189137953
5,8511,14325.277033978533,415.94726889836556
5,8514,2888.8173065695373,452.2035999934818
6,8497,2454.6884578037075,702.5060166202429
6,8509,2639.0459425553427,664.5001855954877
6,8510,-270.69173588607737,1152.8677443628003
6,8511,14836.60359781593,405.5945562242995
6,8514,2905.148601866022,456.83163223804536
7,8497,2452.0109535827087,705.5350969097742
7,8509,2631.4872209328637,665.7767404231771
7,8510,-287.7649820935945,1173.0782995876475
7,8511,15347.930161653327,395.2418435502335
7,8514,2921.479897162507,461.4596644826087
8,8497,2449.3334493617094,708.5641771993055
8,8509,2623.9284993103847,667.0532952508665
8,8510,-304.8382283011117,1193.2888548124947
