frame,track_id,x_center,y_center
0,12543,9820.509151170965,1084.4982618712925
0,12544,453.0978904364751,570.2951992193141
0,12545,294.67330228830104,766.1243627835743
0,12546,4148.931922077822,1484.6278516694347
0,12548,-1681.884321693693,-208.47290869482572
0,12549,1462.2942525346375,566.0529089039778
1,12543,10081.705787600742,1103.94167472371
1,12544,421.45208665756877,565.5557015943668
1,12545,262.0658773884704,774.0666187478547
1,12546,4253.98463522607,1524.0460017383675
1,12548,-1797.24215154873,-252.2704761294333
1,12549,1355.2372612763734,481.75717051698916
1,12551,908.1158189019715,569.9339758206605
2,12543,10342.902424030519,1123.3850875761286
2,12544,389.8062828786626,560.8162039694196
2,12545,229.4584524886398,782.0088747121353
2,12546,4359.037348374317,1563.4641518073004
2,12548,-1912.599981403767,-296.06804356404086
2,12549,1775.1640475634704,427.55768203937197
2,12551,2053.305680648391,644.4441501965015
3,12544,358.16047909975646,556.0767063444723
3,12545,196.8510275888092,789.9511306764158
3,12546,4464.090061522565,1602.8823018762332
3,12548,-2027.9578112588038,-339.86561099864844
3,12549,1705.9881087210833,502.85204098717986
3,12551,2028.0760252743657,640.0953751763574
4,12544,326.5146753208502,551.337208719525
4,12545,164.24360268897857,797.8933866406962
4,12546,4569.142774670812,1642.300451945166
4,12548,-2143.3156411138407,-383.6631784332559
4,12549,1602.8862337076307,512.4271143886801
4,12551,1289.8216642583761,661.3410385508213
4,12552,1163.4090789523739,656.9348975878095
5,12544,294.8688715419439,546.5977110945778
5,12545,131.63617778914795,805.8356426049769
5,12546,4674.19548781906,1681.718602014099
5,12548,-2258.673470968878,-427.4607458678637
5,12549,1567.9629217949164,476.4759593364105
5,12551,1613.5119764179558,531.5192788686945
5,12552,1015.1663102975624,657.2178261926388
6,12544,263.22306776303776,541.8582134696305
6,12545,99.02875288931733,813.7778985692574
6,12546,4779.248200967308,1721.1367520830318
6,12548,-2374.0313008239145,-471.25831330247104
6,12549,1596.1237847346697,583.5614958077633
6,12551,2058.8612340008963,525.3869657867581
6,12552,385.14536667883283,586.9678452495866
7,12544,231.57726398413158,537.1187158446833
7,12545,66.42132798948671,821.720154533538
7,12546,4884.300914115555,1760.5549021519646
7,12548,-2489.389130678951,-515.0558807370788
7,12549,1714.6683061667375,619.5186884282045
7,12551,1964.4973593844054,536.5339609396757
7,12552,762.3672137385215,523.8602116539093
8,12545,33.81390308965604,829.6624104978187
8,12546,4989.353627263803,1799.9730522208972
8,12548,-2604.7469605339884,-558.8534481716862
8,12549,1578.992994986022,687.4091890856555
8,12551,2089.5026237225366,644.9587211393043
8,12552,1077.1803847494482,563.1206704868257
9,12545,1.2064781898254182,837.6046664620991
9,12548,-2720.1047903890253,-602.651015606294
9,12549,1618.7110921196129,694.7664377961472
9,12551,2190.028520839847,687.0982101068051
9,12552,1180.4192999691968,612.041414417841
9,12553,2310.1860631388063,694.5788677033337
10,12545,-31.4009467100052,845.5469224263796
10,12548,-2835.4626202440622,-646.4485830409013
10,12549,1808.1328551215174,661.0854921517987
10,12551,2268.9571845493115,684.9914909766854
10,12552,1194.7641910342634,645.1561760460041
10,12553,2394.895549113131,679.1656390328719
11,12545,-64.00837160983582,853.4891783906602
11,12548,-2950.8204500990996,-690.2461504755091
11,12549,1849.4037842329694,665.3149672005953
11,12551,2323.2313903388663,629.1204153796139
11,12552,1270.897146816747,677.8135457722244
11,12553,2416.7026607933994,683.0505697224305
12,12548,-3066.178279954136,-734.0437179101165
12,12549,1890.6747133444217,669.544442249392
12,12551,2408.2570613734106,644.6935781343738
12,12552,1306.5707047860678,669.8683753694684
12,12553,2459.142022452643,662.1035633087554
13,12548,-3181.5361098091735,-777.8412853447243
13,12549,1931.945642455874,673.7739172981886
13,12551,2489.93300716608,632.3844620530754
13,12552,1472.9210725672847,623.2212065126464
13,12553,2537.9364276252486,633.2390593034348
14,12548,-3296.89393966421,-821.6388527793316
14,12549,1973.216571567326,678.0033923469853
14,12551,2575.398685499812,629.4849704611132
14,12552,1902.4598995639608,548.0828509969194
14,12553,2630.6203977596397,628.8943415622464
15,12548,-3412.251769519247,-865.4364202139394
15,12549,2014.4875006787784,682.2328673957819
15,12551,2508.207465393271,620.3840846012937
15,12552,2511.893879422826,448.84210367086996
15,12553,2565.9504296566665,615.4295000686782
16,12549,2055.758429790231,686.4623424445786
16,12551,2588.6232277286695,618.9128431054605
16,12552,2619.368656073199,427.93118229693437
16,12553,2594.3919788756807,607.1397373094153
17,12549,2097.0293589016833,690.6918174933752
17,12551,2669.0389900640675,617.4416016096274
17,12552,2726.843432723572,407.0202609229988
17,12553,2622.833528094695,598.8499745501524
18,12549,2138.3002880131357,694.9212925421718
18,12551,2749.454752399466,615.9703601137942
18,12552,2834.3182093739447,386.1093395490632
18,12553,2651.275077313709,590.5602117908895
19,12549,2179.571217124588,699.1507675909685
19,12551,2829.870514734865,614.499118617961
19,12552,2941.7929860243175,365.1984181751276
19,12553,2679.7166265327232,582.2704490316266
20,12549,2220.8421462360407,703.3802426397651
20,12551,2910.286277070263,613.0278771221278
20,12552,3049.2677626746904,344.287496801192
20,12553,2708.1581757517374,573.9806862723638
21,12549,2262.113075347493,707.6097176885618
21,12551,2990.702039405662,611.5566356262947
21,12552,3156.7425393250633,323.3765754272564
21,12553,2736.5997249707516,565.6909235131009
22,12549,2303.384004458946,711.8391927373584
22,12551,3071.1178017410607,610.0853941304615
22,12552,3264.217315975436,302.4656540533208
22,12553,2765.0412741897658,557.401160753838
23,12549,2344.654933570398,716.0686677861551
23,12551,3151.5335640764592,608.6141526346283
23,12552,3371.692092625809,281.5547326793852
23,12553,2793.48282340878,549.1113979945751
24,12549,2385.9258626818505,720.2981428349517
24,12551,3231.949326411858,607.1429111387952
24,12552,3479.1668692761814,260.6438113054496
24,12553,2821.924372627794,540.8216352353122
25,12549,2427.196791793303,724.5276178837483
25,12551,3312.3650887472563,605.671669642962
25,12552,3586.6416459265547,239.73288993151402
25,12553,2850.3659218468083,532.5318724760493
26,12549,2468.4677209047554,728.757092932545
26,12551,3392.780851082655,604.2004281471288
26,12552,3694.116422576928,218.82196855757834
26,12553,2878.8074710658225,524.2421097167864
27,12549,2509.738650016208,732.9865679813416
27,12551,3473.196613418053,602.7291866512957
27,12552,3801.5911992273,197.91104718364272
27,12553,2907.2490202848367,515.9523469575236
28,12549,2551.0095791276603,737.2160430301383
28,12551,3553.612375753452,601.2579451554625
28,12552,3909.0659758776737,177.00012580970713
28,12553,2935.690569503851,507.6625841982607
29,12549,2592.280508239113,741.4455180789349
29,12551,3634.0281380888505,599.7867036596293
29,12552,4016.5407525280466,156.08920443577153
29,12553,2571.9801324389578,610.3061657667538
30,12549,2633.5514373505653,745.6749931277316
30,12551,3714.443900424249,598.3154621637962
30,12552,4124.015529178419,135.1782830618359
30,12553,2082.2283865001814,648.891807936611
31,12549,2674.822366462018,749.9044681765282
31,12551,3794.859662759648,596.844220667963
31,12552,4231.490305828791,114.26736168790023
31,12553,1834.8706691229688,657.5251519787419
31,12555,763.4543704927348,617.3153894271807
32,12549,2716.0932955734706,754.1339432253249
32,12551,3875.2754250950456,595.3729791721298
32,12552,4338.965082479163,93.35644031396464
32,12553,1755.637541719991,669.5691896753788
32,12555,740.3013706810634,619.7569332471361
33,12549,2757.364224684922,758.3634182741215
33,12551,3955.691187430444,593.9017376762966
33,12552,4446.439859129536,72.44551894002905
33,12553,2295.715463351984,644.7884567014718
33,12555,1004.2152852861451,643.1555563634308
33,12556,677.5503896954691,582.4372309637637
34,12549,2798.635153796375,762.5928933229181
34,12551,4036.1069497658436,592.4304961804635
34,12552,4553.914635779908,51.53459756609337
34,12553,1816.328220282995,657.2146129574711
34,12555,1188.1878701773103,603.9892344847977
34,12556,720.1119020137965,565.0012638535384
34,12557,1968.8423410068135,689.5041561589295
35,12549,2839.906082907827,766.8223683717148
35,12551,4116.522712101242,590.9592546846303
35,12552,4661.389412430281,30.623676192157774
35,12553,2030.707259343865,640.1703454483904
35,12555,1764.7993049125885,567.9876235547323
35,12556,762.6734143321238,547.5652967433131
35,12557,2317.953102757943,683.4854965905733
35,12558,2593.4905322156355,651.015706183601
36,12549,2881.17701201928,771.0518434205114
36,12551,4196.938474436641,589.4880131887971
36,12552,4768.864189080653,9.712754818222152
36,12553,1999.5930932309561,582.3239740672423
36,12555,1909.7139884475068,555.7537381046487
36,12556,805.2349266504511,530.1293296330878
36,12557,2370.548678533365,687.6556632604807
36,12558,2443.9316623310074,524.9335284332153
37,12549,2922.4479411307325,775.2813184693081
37,12551,4277.354236772039,588.016771692964
37,12552,4876.338965731025,-11.198166555713442
37,12553,1803.1418448998772,646.8356392466682
37,12555,2054.628671982425,543.5198526545652
37,12556,847.7964389687786,512.6933625228625
37,12557,2423.1442543087874,691.825829930388
37,12558,2417.06746085979,431.45404258047586
38,12549,2963.7188702421854,779.5107935181047
38,12551,4357.769999107438,586.5455301971308
38,12552,4983.813742381398,-32.109087929649036
38,12553,1830.7989773643471,637.2774982190997
38,12555,2199.5433555173436,531.2859672044816
38,12556,890.3579512871058,495.25739541263715
38,12557,2475.7398300842096,695.9959966002953
38,12558,2651.790161504137,388.88253492502065
39,12549,3004.9897993536374,783.7402685669014
39,12551,4438.185761442836,585.0742887012976
39,12552,5091.28851903177,-53.02000930358474
39,12553,1799.1933459152258,636.8478979650706
39,12555,2344.458039052262,519.052081754398
39,12556,932.9194636054333,477.82142830241185
39,12557,2528.335405859632,700.1661632702026
39,12558,2684.9263666161723,502.60183918453595
39,12559,2380.5984959469592,671.4039093633048
39,12561,1328.404975818381,667.6640766367914
40,12549,3046.26072846509,787.969743615698
40,12551,4518.601523778235,583.6030472054645
40,12552,5198.763295682143,-73.93093067752034
40,12553,1767.5877144661042,636.4182977110415
40,12555,2489.3727225871803,506.8181963043145
40,12556,975.4809759237605,460.38546119218654
40,12557,2580.930981635054,704.3363299401099
40,12558,2674.6524818704247,475.7953215474005
40,12559,2439.475876096029,658.4500602730086
40,12561,1253.4870733617065,650.4456616478747
41,12551,4599.017286113633,582.1318057096313
41,12552,5306.238072332515,-94.84185205145593
41,12553,1735.9820830169826,635.9886974570124
41,12555,2634.287406122098,494.5843108542309
41,12556,1018.0424882420879,442.94949408196123
41,12557,2633.5265574104765,708.5064966100172
41,12558,2664.378597124677,448.988803910265
41,12559,2570.6183026384206,645.3454618664045
41,12561,1153.4769141564302,626.4675289645197
42,12551,4679.433048449032,580.6605642137981
42,12552,5413.712848982887,-115.75277342539152
42,12553,1704.376451567861,635.5590972029834
42,12555,2779.202089657017,482.35042540414736
42,12556,1060.6040005604152,425.5135269717359
42,12557,2686.1221331858987,712.6766632799245
42,12558,2654.1047123789294,422.18228627312953
42,12559,1820.9829580314463,618.7795550740382
42,12561,1097.089851391171,589.3752830572236
43,12551,4759.8488107844305,579.189322717965
43,12552,5521.18762563326,-136.66369479932723
43,12553,1672.7708201187395,635.1294969489543
43,12555,2924.116773191935,470.1165399540638
43,12556,1103.1655128787427,408.0775598615106
43,12557,2738.717708961321,716.8468299498318
43,12558,2643.830827633182,395.37576863599406
43,12559,1828.8943371611156,583.1103599690085
43,12561,1030.1304026607509,545.7274836593789
44,12551,4840.264573119829,577.7180812221318
44,12552,5628.662402283632,-157.57461617326283
44,12553,1641.1651886696181,634.6998966949252
44,12555,3069.031456726854,457.88265450398023
44,12556,1145.7270251970704,390.6415927512853
44,12557,2791.3132847367433,721.0169966197391
44,12558,2633.556942887434,368.5692509988586
44,12559,2236.7143546819634,516.9235490966962
44,12561,980.4874722518488,530.6699028848758
45,12551,4920.6803354552285,576.2468397262986
45,12552,5736.137178934005,-178.48553754719842
45,12553,1609.5595572204963,634.2702964408961
45,12555,3213.946140261772,445.6487690538967
45,12556,1188.2885375153978,373.20562564106
45,12557,2843.9088605121656,725.1871632896464
45,12558,2623.2830581416865,341.7627333617231
45,12559,2318.6559385504443,442.6237114979641
45,12561,926.970060336303,513.1070291724669
46,12553,1577.9539257713745,633.840696186867
46,12555,3358.8608237966905,433.4148836038131
46,12556,1230.850049833725,355.7696585308347
46,12557,2896.504436287588,729.3573299595537
46,12558,2613.009173395939,314.95621572458765
46,12559,1744.377892449272,571.5211693940964
46,12561,873.4526484207573,495.5441554600581
47,12553,1546.3482943222532,633.411095932838
47,12555,3503.7755073316093,421.18099815372955
47,12556,1273.4115621520525,338.3336914206094
47,12557,2949.10001206301,733.527496629461
47,12558,2602.7352886501913,288.1496980874522
47,12559,2008.2337369936954,587.3941985532081
47,12561,819.9352365052116,477.9812817476493
48,12553,1514.7426628731316,632.9814956788089
48,12555,3648.6901908665272,408.947112703646
48,12556,1315.97307447038,320.8977243103841
48,12557,2609.184046404247,540.4541445270202
48,12558,2592.4614039044436,261.3431804503167
48,12559,2270.7004097789027,533.2581100360779
