frame,track_id,x_center,y_center
0,10442,2732.8685426217717,491.3444053890997
0,10444,3994.2139440435044,1543.4830890886342
0,10445,9263.363336974675,-935.6427040852188
0,10446,3412.7106145380567,708.1029036649695
0,10448,5166.017241400827,1065.5273469069446
0,10449,1310.4386344775514,804.3675439666789
1,10442,2733.6812355650627,485.3109960150364
1,10444,4220.107808058869,1608.4428865965147
1,10445,9796.259666181204,-1025.4000361665794
1,10446,3573.3111795625346,727.2499506513578
1,10448,5399.739573485857,1117.4175838695826
1,10449,1403.2467192334548,827.9428579591032
2,10442,2734.4939285083537,479.27758664097314
2,10444,4446.001672074233,1673.4026841043956
2,10445,10329.155995387733,-1115.15736824794
2,10446,3733.9117445870124,746.3969976377462
2,10448,5633.461905570888,1169.3078208322206
2,10449,1496.0548039893588,851.5181719515272
2,10450,1629.6212841771983,623.3439285787707
2,10451,1067.2598454153194,680.7843391714026
3,10444,4671.895536089598,1738.3624816122763
3,10445,10862.052324594262,-1204.9147003293006
3,10446,3894.5123096114903,765.5440446241345
3,10448,5867.184237655919,1221.1980577948586
3,10449,1588.862888745262,875.0934859439515
3,10450,1650.3487712802646,601.8001623379033
3,10451,1028.9402446545355,673.8884086588561
4,10444,4897.789400104963,1803.322279120157
4,10445,11394.948653800791,-1294.6720324106611
4,10446,4055.112874635968,784.6910916105228
4,10448,6100.90656974095,1273.0882947574967
4,10449,1681.6709735011657,898.6687999363756
4,10450,1401.108164893484,674.987723669253
4,10451,915.2028778247736,667.3194429361712
5,10444,5123.683264120327,1868.2820766280379
5,10445,11927.844983007319,-1384.4293644920217
5,10446,4215.713439660446,803.8381385969111
5,10448,6334.628901825981,1324.9785317201347
5,10449,1774.4790582570693,922.2441139288
5,10450,1333.9749217051526,691.6938015333676
5,10451,859.0853842661134,644.7479661535807
6,10444,5349.577128135692,1933.2418741359186
6,10445,12460.74131221385,-1474.1866965733823
6,10446,4376.314004684924,822.9851855832994
6,10448,6568.351233911011,1376.8687686827727
6,10449,1867.2871430129728,945.8194279212239
6,10450,1265.829814717672,684.4172347502393
6,10451,808.9428948431312,614.7314071276483
7,10444,5575.470992151057,1998.201671643799
7,10445,12993.63764142038,-1563.9440286547429
7,10446,4536.914569709401,842.1322325696876
7,10448,6802.073565996043,1428.7590056454108
7,10449,1960.0952277688766,969.3947419136482
7,10450,1237.2972885017218,668.776569175062
7,10451,761.6028757417182,603.8745318946715
8,10444,5801.364856166421,2063.1614691516797
8,10445,13526.533970626908,-1653.7013607361034
8,10446,4697.51513473388,861.2792795560762
8,10448,7035.795898081074,1480.6492426080488
8,10449,2052.90331252478,992.9700559060724
8,10450,1188.6457315985213,671.4974956004894
8,10451,673.9573920771284,593.2037859377995
8,10453,950.2575963333704,678.0126104741132
8,10454,1386.2446670163022,613.2575610339734
9,10444,6027.258720181786,2128.1212666595607
9,10445,14059.430299833437,-1743.458692817464
9,10446,4858.1156997583585,880.4263265424644
9,10448,7269.518230166104,1532.5394795706868
9,10449,2145.7113972806837,1016.5453698984967
9,10450,1139.9941746953207,674.2184220259168
9,10451,705.6148801664264,571.9768260200852
9,10453,1061.703649497968,671.834304082767
9,10454,1517.8494176853906,593.8238105998685
10,10444,6253.152584197151,2193.0810641674416
10,10445,14592.326629039966,-1833.2160248988246
10,10446,5018.716264782835,899.5733735288527
10,10448,7503.240562251134,1584.4297165333246
10,10449,2238.5194820365873,1040.120683890921
10,10450,1091.34261779212,676.9393484513441
